00000000 0.156508079885 -1.814638408499 6.138856e+00 59 275 206 687 301 710 2703 0 306 435 334 467 1 2.175964e+01 5.429302e-02
00000001 0.184762102693 -1.529809463435 4.617297e+00 59 275 214 703 310 729 2754 0 310 440 343 480 1 2.239959e+01 5.536897e-02
00000002 0.211085729936 -1.461593914238 4.312828e+00 59 275 214 717 318 747 2836 0 315 449 352 494 1 2.299566e+01 5.888904e-02
00000003 0.234750834371 -1.387467999233 4.004697e+00 59 275 216 722 320 764 2835 0 320 455 360 500 1 2.266534e+01 6.350214e-02
00000004 0.253581454996 -1.148510640182 3.153493e+00 60 278 216 726 325 773 2901 0 321 461 363 502 1 2.302333e+01 6.869210e-02
00000005 0.270790764704 -0.829492612258 2.292155e+00 59 278 220 735 325 776 2972 0 325 468 367 505 1 2.320249e+01 7.516122e-02
00000006 0.286799309628 -0.714422224475 2.043006e+00 59 275 218 729 330 793 2960 0 328 467 366 511 1 2.323916e+01 8.005439e-02
00000007 0.299424571007 -0.831499146338 2.296759e+00 59 276 217 731 333 798 3017 0 323 462 378 521 1 2.352555e+01 8.515577e-02
00000008 0.309956624866 -0.521746868590 1.684968e+00 59 275 219 738 335 801 3026 0 328 467 383 527 1 2.363363e+01 8.991964e-02
00000009 0.320120225030 -0.442885057773 1.557193e+00 59 276 222 753 338 814 3116 0 333 476 387 534 1 2.415938e+01 9.552364e-02
00000010 0.330957687352 -0.648629968914 1.912918e+00 59 274 224 763 342 826 3124 0 342 487 392 539 1 2.426568e+01 1.011221e-01
00000011 0.339846471732 -0.258750718072 1.295311e+00 60 280 226 774 346 836 3188 0 343 493 393 545 1 2.495954e+01 1.061161e-01
00000012 0.346764823152 -0.232818649738 1.262153e+00 59 278 223 766 348 840 3215 0 343 491 401 553 1 2.481788e+01 1.112924e-01
00000013 0.352922346242 -0.286986073392 1.332406e+00 59 274 222 757 347 835 3207 0 335 483 399 553 1 2.476196e+01 1.147624e-01
00000014 0.358723025395 -0.310123812006 1.363594e+00 59 275 221 747 347 836 3199 0 338 485 396 551 1 2.460707e+01 1.191197e-01
00000015 0.364353159711 -0.503081416854 1.653810e+00 58 272 219 742 349 844 3196 0 340 488 397 551 1 2.501685e+01 1.227780e-01
00000016 0.368592798903 -0.199859269080 1.221231e+00 59 275 220 749 349 841 3213 0 339 488 399 555 1 2.483616e+01 1.250865e-01
00000017 0.371671221881 -0.089138248810 1.093232e+00 59 272 223 752 348 836 3217 0 336 480 401 556 1 2.532762e+01 1.276092e-01
00000018 0.376141674326 -0.084303039260 1.087959e+00 58 273 223 750 350 840 3215 0 338 481 403 556 1 2.472512e+01 1.305379e-01
00000019 0.379352787291 -0.113545313650 1.120243e+00 59 273 225 768 353 850 3273 0 340 489 407 563 1 2.518412e+01 1.337305e-01
