00000000 0.291802998161 0.150813294491 8.600083e-01 147 2686 234 1650 1 1.646545e+01
00000001 0.367103026381 0.123429269259 8.838842e-01 69 1267 137 773 1 7.982311e+00
00000002 0.411116783394 0.045573894739 9.554490e-01 74 1378 148 834 1 8.573385e+00
00000003 0.437627142517 0.260037577186 7.710226e-01 78 1447 160 895 1 8.722770e+00
00000004 0.461210881360 -0.087495894240 1.091438e+00 162 3040 254 1900 1 1.787888e+01
00000005 0.477370074858 0.331285831271 7.179999e-01 87 1624 180 1021 1 9.553427e+00
00000006 0.490500780812 0.211016730944 8.097605e-01 90 1682 188 1078 1 9.710709e+00
00000007 0.499497900604 -0.271499649081 1.311930e+00 92 1716 195 1110 1 9.860647e+00
00000008 0.507695938398 -0.453122010109 1.573216e+00 187 3504 302 2290 1 2.020689e+01
00000009 0.516327359276 -0.140660411144 1.151034e+00 99 1806 210 1201 1 1.072490e+01
00000010 0.521231355647 0.051098083852 9.501855e-01 98 1857 212 1250 1 1.063885e+01
00000011 0.529386516267 -0.099413506162 1.104523e+00 101 1867 216 1257 1 1.092965e+01
00000012 0.529386516267 0.376605440027 6.861868e-01 203 3804 343 2592 0 2.172372e+01
00000013 0.531891606892 -0.145666720273 1.156811e+00 103 1925 223 1319 1 1.113124e+01
00000014 0.536421865896 -0.180232696045 1.197496e+00 103 1907 227 1306 1 1.101054e+01
00000015 0.540314767656 -0.014220317245 1.014322e+00 105 1972 231 1373 1 1.151361e+01
00000016 0.545384964349 0.456794994143 6.333102e-01 213 4002 365 2782 1 2.280110e+01
00000017 0.549337601545 -0.381482744919 1.464454e+00 110 2049 246 1444 1 1.180316e+01
00000018 0.548857374907 0.308828273441 7.343069e-01 112 2086 250 1485 1 1.191272e+01
00000019 0.551922621834 -0.257794338577 1.294073e+00 115 2092 254 1512 1 1.193501e+01
