00000000 0.291802998166 0.150813159478 8.600084e-01 11 216 17 116 1 1.695511e+01
00000001 0.367103026382 0.123429505793 8.838839e-01 6 100 10 61 1 8.344895e+00
00000002 0.411116783387 0.045573902534 9.554490e-01 6 121 11 65 1 9.167332e+00
00000003 0.437627142550 0.260037508415 7.710227e-01 6 125 12 65 1 9.248657e+00
00000004 0.461210881231 -0.087496153400 1.091438e+00 12 250 18 130 1 1.827640e+01
00000005 0.477370074683 0.331285967965 7.179998e-01 7 125 12 69 1 9.230436e+00
00000006 0.490500781082 0.211017029075 8.097603e-01 7 137 13 78 1 9.551435e+00
00000007 0.499497899365 -0.271498625284 1.311929e+00 7 145 13 78 1 9.687941e+00
00000008 0.507695934800 -0.453122057246 1.573216e+00 14 300 21 156 1 1.978807e+01
00000009 0.516327346026 -0.140664545065 1.151038e+00 7 150 14 78 1 9.840636e+00
00000010 0.521231381097 0.051098995079 9.501846e-01 8 150 14 78 1 9.848677e+00
00000011 0.529386494343 -0.099410380527 1.104519e+00 8 150 15 78 1 9.740137e+00
00000012 0.529386494343 0.376606119881 6.861863e-01 16 300 22 176 0 2.002176e+01
00000013 0.531891500121 -0.145672763511 1.156818e+00 8 150 15 85 1 1.024416e+01
00000014 0.536421758394 -0.180197251221 1.197454e+00 8 150 15 91 1 1.036149e+01
00000015 0.540314511899 -0.014164886897 1.014266e+00 8 151 16 91 1 1.031493e+01
00000016 0.545384396635 0.456731404050 6.333504e-01 16 346 24 182 1 2.143623e+01
00000017 0.549339344577 -0.381480879502 1.464452e+00 8 175 16 91 1 1.008381e+01
00000018 0.548855930680 0.308666362994 7.344258e-01 8 175 16 91 1 1.027304e+01
00000019 0.551922552298 -0.257831496596 1.294121e+00 9 175 16 91 1 1.029375e+01
