00000000 0.156508079885 -1.814638408499 6.138856e+00 11 35 39 90 301 710 2703 0 58 49 334 467 1 1.760250e+01 5.429302e-02
00000001 0.184762102693 -1.529809463435 4.617297e+00 11 35 44 97 310 729 2754 0 59 54 343 480 1 1.833723e+01 5.536897e-02
00000002 0.211085729936 -1.461593914231 4.312828e+00 11 35 41 88 318 747 2836 0 61 61 352 494 1 1.918913e+01 5.888904e-02
00000003 0.234750834371 -1.387467999233 4.004697e+00 11 35 41 88 320 764 2835 0 61 62 360 500 1 1.971885e+01 6.350214e-02
00000004 0.253581454996 -1.148510640182 3.153493e+00 12 36 41 89 325 773 2901 0 61 63 363 502 1 2.032636e+01 6.869210e-02
00000005 0.270790764704 -0.829492612258 2.292155e+00 11 35 45 94 325 776 2972 0 64 62 367 505 1 2.088093e+01 7.516122e-02
00000006 0.286799309628 -0.714422224457 2.043006e+00 11 35 41 84 330 793 2960 0 58 54 366 511 1 2.116921e+01 8.005439e-02
00000007 0.299424571007 -0.831499146338 2.296759e+00 11 35 41 87 333 798 3016 0 60 57 378 521 1 2.163741e+01 8.515577e-02
00000008 0.309956624866 -0.521746868575 1.684968e+00 11 35 41 91 335 801 3025 0 60 53 383 527 1 2.308834e+01 8.991964e-02
00000009 0.320120225030 -0.442885057773 1.557193e+00 11 33 41 92 338 814 3116 0 63 56 387 534 1 2.429854e+01 9.552364e-02
00000010 0.330957687352 -0.648629968900 1.912918e+00 11 34 42 94 342 826 3124 0 62 53 392 539 1 2.483687e+01 1.011221e-01
00000011 0.339846471732 -0.258750718079 1.295311e+00 11 35 43 105 346 837 3189 0 64 60 393 545 1 2.356301e+01 1.061161e-01
00000012 0.346764823152 -0.232818649730 1.262153e+00 11 35 41 90 348 840 3215 0 64 57 401 552 1 2.378726e+01 1.112924e-01
00000013 0.352922346242 -0.286986073390 1.332406e+00 11 32 41 84 347 835 3207 0 60 62 399 553 1 2.418020e+01 1.147624e-01
00000014 0.358723025395 -0.310123812006 1.363594e+00 11 35 41 90 347 836 3199 0 62 55 396 550 1 2.378554e+01 1.191197e-01
00000015 0.364353159711 -0.503081416829 1.653810e+00 10 32 41 87 349 844 3196 0 64 59 397 551 1 2.390219e+01 1.227780e-01
00000016 0.368592798903 -0.199859269073 1.221231e+00 11 35 41 91 349 841 3212 0 62 58 399 555 1 2.387271e+01 1.250865e-01
00000017 0.371671221881 -0.089138248810 1.093232e+00 12 33 44 90 348 836 3216 0 59 53 401 556 1 2.398873e+01 1.276092e-01
00000018 0.376141674326 -0.084303039261 1.087959e+00 10 35 41 86 350 840 3215 0 62 50 403 556 1 2.398175e+01 1.305379e-01
00000019 0.379352787291 -0.113545313649 1.120243e+00 11 34 42 99 353 850 3273 0 63 56 407 563 1 2.436385e+01 1.337305e-01
