00000000 0.291802998166 0.150813033662 8.600085e-01 144 2786 233 1680 1 8.203274e+00
00000001 0.367103026388 0.123429547661 8.838839e-01 70 1329 138 790 1 4.092449e+00
00000002 0.411116783384 0.045573906708 9.554490e-01 74 1410 148 852 1 4.107109e+00
00000003 0.437627142597 0.260037414261 7.710227e-01 78 1487 158 907 1 4.241777e+00
00000004 0.461210881185 -0.087495942024 1.091438e+00 161 3104 252 1914 1 8.476886e+00
00000005 0.477370074983 0.331286132687 7.179997e-01 86 1634 178 1029 1 4.413494e+00
00000006 0.490500782669 0.211016863364 8.097604e-01 89 1702 186 1081 1 4.456752e+00
00000007 0.499497901665 -0.271499215022 1.311930e+00 92 1733 193 1115 1 4.461363e+00
00000008 0.507695931334 -0.453121820369 1.573216e+00 185 3566 302 2308 1 8.890726e+00
00000009 0.516327347791 -0.140661958022 1.151035e+00 97 1835 206 1203 1 4.462645e+00
00000010 0.521231382566 0.051099749601 9.501839e-01 97 1873 209 1243 1 4.486310e+00
00000011 0.529386510161 -0.099411562774 1.104521e+00 100 1883 214 1251 1 4.664708e+00
00000012 0.529386510161 0.376607242609 6.861855e-01 202 3866 337 2586 0 9.133982e+00
00000013 0.531891460363 -0.145680428232 1.156826e+00 102 1946 221 1310 1 4.589055e+00
00000014 0.536421709125 -0.180188041834 1.197443e+00 103 1935 223 1307 1 4.650894e+00
00000015 0.540314632388 -0.014188906461 1.014290e+00 104 1987 227 1358 1 4.670819e+00
00000016 0.545385238502 0.456821224322 6.332935e-01 209 4008 358 2752 1 9.220840e+00
00000017 0.549339673165 -0.381435457540 1.464385e+00 109 2059 239 1432 1 4.764781e+00
00000018 0.548858271640 0.308900384989 7.342539e-01 111 2079 245 1464 1 4.835319e+00
00000019 0.551921108591 -0.257557826773 1.293767e+00 113 2100 251 1502 1 4.867941e+00
