00000000 0.125364873560 -0.608296194026 1.837298e+00 53 441 233 1480 211 962 6662 0 207 254 797 1786 54 151 957 1269 1 1.183341e+02 5.344868e-02
00000001 0.128408045279 -0.587907814595 1.800218e+00 53 441 233 1484 210 962 6672 0 206 255 798 1786 53 150 949 1272 1 7.287926e+01 5.338762e-02
00000002 0.131376873453 -0.572439337702 1.772586e+00 53 439 232 1484 211 964 6720 0 208 260 796 1786 54 153 950 1276 1 7.541747e+01 5.331320e-02
00000003 0.134343770965 -0.584835973568 1.794697e+00 53 439 233 1485 212 974 6678 0 207 258 804 1804 52 153 960 1272 1 7.310211e+01 5.325953e-02
00000004 0.137317403447 -0.585653491697 1.796164e+00 53 440 232 1479 213 989 6713 0 206 255 801 1799 53 153 960 1270 1 7.396474e+01 5.324785e-02
00000005 0.140199325404 -0.568942085607 1.766397e+00 53 441 233 1484 211 973 6700 0 206 255 799 1774 52 153 952 1263 1 7.379433e+01 5.323685e-02
00000006 0.143058265009 -0.561929027463 1.754053e+00 53 438 233 1485 210 963 6674 0 207 255 805 1795 52 152 959 1264 1 7.345601e+01 5.324760e-02
00000007 0.145909667142 -0.552882006537 1.738255e+00 53 438 232 1478 210 960 6669 0 206 260 797 1783 54 154 948 1276 1 7.290285e+01 5.331030e-02
00000008 0.148740825610 -0.555670880683 1.743110e+00 53 433 231 1472 211 962 6627 0 207 260 796 1781 54 156 958 1271 1 7.423367e+01 5.335337e-02
00000009 0.151521112101 -0.525481108285 1.691272e+00 53 432 232 1475 211 964 6635 0 207 260 794 1784 54 156 941 1267 1 7.258511e+01 5.342947e-02
00000010 0.154303033049 -0.528965757141 1.697176e+00 53 432 231 1473 210 960 6629 0 206 256 794 1784 53 153 939 1263 1 7.382434e+01 5.351707e-02
00000011 0.157024587923 -0.516314011533 1.675839e+00 53 432 232 1476 208 954 6627 0 205 250 791 1762 52 150 947 1254 1 7.505262e+01 5.363134e-02
00000012 0.159753167297 -0.540551629412 1.716954e+00 53 432 232 1474 209 954 6601 0 206 252 791 1777 52 150 938 1240 1 7.374676e+01 5.377451e-02
00000013 0.162417581776 -0.522851749847 1.686831e+00 53 432 230 1465 208 954 6598 0 206 250 790 1767 53 150 944 1256 1 7.180762e+01 5.391239e-02
00000014 0.165052736983 -0.511977740389 1.668588e+00 52 432 229 1461 207 949 6533 0 206 250 782 1755 52 150 932 1229 1 7.283259e+01 5.407580e-02
00000015 0.167681842451 -0.501711128629 1.651545e+00 52 432 228 1458 208 945 6506 0 204 250 780 1742 52 153 924 1225 1 7.208989e+01 5.424336e-02
00000016 0.170294616387 -0.497907179029 1.645274e+00 52 432 228 1458 208 950 6477 0 204 255 782 1746 52 150 938 1236 1 7.246499e+01 5.442650e-02
00000017 0.172879304900 -0.497921135451 1.645297e+00 53 432 229 1454 208 954 6578 0 204 255 784 1750 54 153 947 1221 1 7.361947e+01 5.464446e-02
00000018 0.175409611123 -0.485992272967 1.625787e+00 53 432 230 1462 209 954 6544 0 205 255 789 1777 54 153 949 1235 1 7.350811e+01 5.481913e-02
00000019 0.177895449276 -0.502494765824 1.652840e+00 53 432 231 1468 209 961 6576 0 206 255 789 1774 54 153 955 1242 1 7.508589e+01 5.502989e-02
